project,date,author,aqua,condition,species,id,weight,temperature,salinity,statut,comment
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,70,0.350,24.5,35.0,good,
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,71,1.012,24.5,35.0,good,
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,72,1.134,24.5,35.0,good,
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,73,0.733,24.5,35.0,good,
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,74,1.300,24.5,35.0,good,
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,75,1.528,24.5,35.0,good,
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,76,0.308,24.5,35.0,good,
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,77,1.028,24.5,35.0,good,
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,78,1.313,24.5,35.0,good,
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,79,0.943,24.5,35.0,good,
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,80,1.192,24.5,35.0,good,
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,81,0.533,24.5,35.0,good,
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,82,1.783,24.5,35.0,good,
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,83,0.650,24.5,35.0,good,
mesocosm_monitoring,2019-02-21 10:00:00,jordan,B0,normal,s.hystrix,84,0.632,24.5,35.0,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,1,0.475,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,2,0.320,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,3,,25.0,35.2,dead,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,4,1.170,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,5,0.734,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,6,0.436,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,7,0.879,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,8,0.255,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,9,0.587,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,10,1.036,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,11,0.580,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,12,1.172,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,13,0.659,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,14,0.242,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,15,,25.0,35.2,dead,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,16,0.300,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,17,0.527,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,18,0.892,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,19,0.683,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,20,0.823,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,21,0.558,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,22,0.335,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,23,0.492,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,24,0.935,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,25,0.590,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,26,1.026,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,27,0.736,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,28,0.877,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,29,0.807,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,30,0.645,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,31,1.170,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,32,0.536,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,33,0.952,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,34,0.676,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,35,0.549,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,36,0.879,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,37,0.793,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,38,0.579,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,39,1.389,25.0,35.2,good,
mesocosm_monitoring,2019-02-22 09:30:00,jordan,B0,normal,s.hystrix,40,1.294,25.0,35.2,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,41,1.435,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,42,0.700,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,43,0.845,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,44,1.619,24.8,35.3,good,…
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,45,0.784,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,46,0.869,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,47,0.510,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,48,0.929,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,49,1.547,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,50,0.515,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,51,1.254,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,52,0.833,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,53,1.124,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,54,0.747,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,55,0.650,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,56,0.970,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,57,1.613,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,58,1.102,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,59,0.904,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,60,0.991,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,61,0.498,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,62,1.021,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,63,1.651,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,64,1.148,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,65,1.876,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,66,1.226,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,67,1.408,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,68,1.188,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,69,1.398,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,70,0.357,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,71,1.045,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,72,1.177,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,73,0.750,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,74,1.333,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,75,1.579,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,76,0.311,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,77,1.053,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,78,1.366,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,79,0.990,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,80,1.228,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,81,0.540,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,82,1.839,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,83,0.671,24.8,35.3,good,
mesocosm_monitoring,2019-02-25 13:00:00,jordan,B0,normal,s.hystrix,84,0.650,24.8,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,1,0.508,25.0,35.3,good,13h00
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,2,0.338,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,3,,25.0,35.3,dead,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,4,1.257,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,5,0.773,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,6,0.467,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,7,0.934,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,8,0.272,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,9,0.630,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,10,1.100,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,11,0.621,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,12,1.233,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,13,0.694,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,14,0.254,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,15,,25.0,35.3,dead,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,16,0.310,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,17,0.573,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,18,0.956,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,19,0.723,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,20,0.846,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,21,0.595,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,22,0.362,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,23,0.522,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,24,0.965,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,25,0.632,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,26,1.100,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,27,0.787,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,28,0.930,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,29,0.871,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,30,0.685,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,31,1.254,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,32,0.573,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,33,1.022,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,34,0.740,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,35,0.576,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,36,0.922,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,37,0.837,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,38,0.615,25.0,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,39,1.480,25.2,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,40,1.379,25.2,35.3,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,41,1.489,25.2,35.2,good,13h00
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,42,0.718,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,43,0.889,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,44,1.678,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,45,0.819,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,46,0.907,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,47,0.533,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,48,0.973,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,49,1.616,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,50,0.543,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,51,1.294,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,52,0.873,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,53,1.179,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,54,0.768,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,55,0.678,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,56,1.002,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,57,1.704,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,58,1.156,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,59,0.947,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,60,1.025,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,61,0.509,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,62,1.071,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,63,1.739,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,64,1.191,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,65,1.944,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,66,1.288,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,67,1.482,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,68,1.218,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,69,1.452,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,70,0.373,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,71,1.091,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,72,1.228,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,73,0.784,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,74,1.390,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,75,1.645,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,76,0.319,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,77,1.096,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,78,1.439,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,79,1.048,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,80,1.300,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,81,0.548,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,82,1.930,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,83,0.708,25.2,35.2,good,
mesocosm_monitoring,2019-03-01 13:00:00,jordan,B0,normal,s.hystrix,84,0.683,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,1,0.528,25.0,35.2,good,15h20
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,2,0.350,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,3,,25.0,35.2,dead,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,4,1.302,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,5,0.798,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,6,0.483,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,7,0.963,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,8,0.276,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,9,0.646,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,10,1.148,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,11,0.647,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,12,1.265,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,13,0.715,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,14,0.262,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,15,,25.0,35.2,dead,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,16,0.313,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,17,0.593,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,18,0.986,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,19,0.743,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,20,0.857,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,21,0.615,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,22,0.374,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,23,0.537,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,24,0.971,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,25,0.650,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,26,1.133,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,27,0.810,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,28,0.956,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,29,0.900,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,30,0.701,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,31,1.293,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,32,0.592,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,33,1.061,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,34,0.771,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,35,0.591,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,36,0.945,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,37,0.857,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,38,0.633,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,39,1.513,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,40,1.424,24.7,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,41,1.526,25.2,35.2,good,16h
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,42,0.736,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,43,0.921,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,44,1.717,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,45,0.845,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,46,0.940,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,47,0.547,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,48,1.006,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,49,1.663,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,50,0.561,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,51,1.322,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,52,0.896,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,53,1.221,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,54,0.781,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,55,0.700,25.2,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,56,1.035,25.0,35.2,good,
mesocosm_monitoring,2019-03-04 16:00:00,jordan,B0,normal,s.hystrix,57,1.774,25.0,35.2,good,
